"","article_index","full_citation","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"390","Foreign Assistance.39","Branch, Adam. ""Humanitarianism, Violence, and the Camp in Northern Uganda,"" *Civil Wars*, vol. 11, no. 4 (2009), 477-501, DOI: 10.1080/13698240903403857","3WP5STE3","journalArticle",2009,"Branch, Adam","Humanitarianism, Violence, and the Camp in Northern Uganda","Civil Wars","","1369-8249, 1369-8249","10.1080/13698240903403857","http://proxygw.wrlc.org/login?url=https://www.proquest.com/docview/60516523?accountid=11243","This article shows how international humanitarianism and state violence developed a sustained relation of mutual support during the civil war in northern Uganda. This collaboration was anchored in the archipelago of forced displacement camps, which at the peak of the war contained about a million people, and which were only able to exist because of, first, the violence of the Ugandan state in forcing people into them, preventing people from leaving, and repressing political organisation in the camps; and, second, the intervention of international humanitarian aid agencies, which fed, managed, and sustained the camps for over a decade. The consequence was that state violence and international humanitarianism each depended on the other for its own viability. Adapted from the source document.","2009-12","2020-11-01 20:38:01","2022-03-28 05:43:46","","477-501",NA,"4",11,NA,"","","",NA,NA,"","","","English",NA,"","Politics Collection","60516523; 201009939","","",NA,"",NA,"Violence; Uganda; international institutions; article; Humanitarianism; Repression (Political); Military Intervention; Political Violence; 9065: international relations","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Foreign Assistance.31","Ahmed, Faisal Z.; Werker, Eric D.. ""Aid and the Rise and Fall of Conflict in the Muslim World,"" *QUARTERLY JOURNAL OF POLITICAL SCIENCE*, vol. 10, no.  (2015), 155-186, DOI: 10.1561/100.00014060","47SVYFXJ","journalArticle",2015,"Ahmed, Faisal Z.; Werker, Eric D.","Aid and the Rise and Fall of Conflict in the Muslim World","QUARTERLY JOURNAL OF POLITICAL SCIENCE","","1554-0626","10.1561/100.00014060","","The conflict following the Arab Spring is not the first wave of civil war in the Muslim world in recent time. From the mid-1980s to the end of the century, an average of one in 10 predominantly-Muslim countries experienced violent civil war in any given year. We provide a partial explanation for this statistic: a foreign aid windfall to poor, non-oil producing Muslim countries during the twin oil crises of the 1970s allowed the recipient states to become more repressive and stave off rebellion. When oil prices fell in the mid-1980s, the windfall ended, and the recipient countries experienced a significant uptick in civil war. To provide a causal interpretation we leverage a quasi-natural experiment of oil price induced aid disbursements which favored Muslim countries over non-Muslim countries. Our empirical findings are consistent with existing theories that foreign aid can “buy” stability.","2015","2020-11-02 13:34:14","2022-03-28 05:39:25","","155-186",NA,"",10,NA,"","","",NA,NA,"","","","",NA,"","","","","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Foreign Assistance.29","Mousseau, Demet Yalcin. ""Does Foreign Development Aid Trigger Ethnic War in Developing States?,"" *Armed Forces and Society*, vol. NA, no.  (2020), 1-20, DOI: 10.1177/0095327X20902180","4PU2G2QJ","journalArticle",2020,"Mousseau, Demet Yalcin","Does Foreign Development Aid Trigger Ethnic War in Developing States?","Armed Forces and Society","","","10.1177/0095327X20902180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081605840&doi=10.1177%2f0095327X20902180&partnerID=40&md5=998ab815949c3e9323af66b989057969","Can foreign aid trigger ethnic war? The quantitative conflict literature has produced mixed findings on the effect of foreign aid on civil war in developing states. One reason for the mixed results is that a subset of civil wars, ethnic wars, are more likely than other kinds of civil wars to be triggered by foreign aid. This is because large amounts of foreign aid can cause the state to become a prize worth fighting over, mobilizing ethnic identity and group-related rebellion. This article investigates this question by testing the separate impacts of total, bilateral, and multilateral aid given by state and nonstate actors on the onset of ethnic war, using a cross-national time-series dataset of 147 countries from 1961 to 2008. The findings show a very strong association of foreign aid with ethnic war, whether measured as total aid, bilateral aid, or multilateral aid. © The Author(s) 2020.","2020","2020-10-27 19:24:31","2022-03-28 05:33:05","","1-20",NA,"",NA,NA,"","","",NA,NA,"","","","",NA,"","Scopus","","","",NA,"",NA,"conflict resolution; political science; international relations; minority issues; origins/forms of conflict","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Foreign Assistance.28","Bluhm, R.; Gassebner, M.; Langlotz, S.; Schaudt, P.. ""Fueling conflict? (De)escalation and bilateral aid,"" *Journal of Applied Econometrics*, vol. NA, no.  (2020), , DOI: 10.1002/jae.2797","PIJGLBH6","journalArticle",2020,"Bluhm, R.; Gassebner, M.; Langlotz, S.; Schaudt, P.","Fueling conflict? (De)escalation and bilateral aid","Journal of Applied Econometrics","","","10.1002/jae.2797","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090059312&doi=10.1002%2fjae.2797&partnerID=40&md5=e346d0de3f4a1ffdd957db283aa7afa4","This paper studies the effects of bilateral foreign aid on conflict escalation and deescalation. First, we develop a new ordinal measure capturing the two-sided and multifaceted nature of conflict. Second, we propose a dynamic ordered probit estimator that allows for unobserved heterogeneity and corrects for endogeneity. Third, we identify the causal effect of foreign aid on conflict by predicting bilateral aid flows based on electoral outcomes of donor countries which are exogenous to recipients. Receiving bilateral aid raises the chances of escalating from small conflict to armed conflict, but we find little evidence that aid ignites conflict in truly peaceful countries. © 2020 The Authors. Journal of Applied Econometrics published by John Wiley & Sons Ltd","2020","2020-10-27 19:24:40","2022-03-28 05:31:13","","",NA,"",NA,NA,"","","",NA,NA,"","","","",NA,"","Scopus","","","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Military Intervention.010","Regan, P.M.; Meachum, M.S.. ""Data on interventions during periods of political instability,"" *Journal of Peace Research*, vol. 51, no. 1 (2014), 127-135, DOI: 10.1177/0022343313505303","TFZ3TQCI","journalArticle",2014,"Regan, P.M.; Meachum, M.S.","Data on interventions during periods of political instability","Journal of Peace Research","","","10.1177/0022343313505303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892841753&doi=10.1177%2f0022343313505303&partnerID=40&md5=0cd8f6834eb089ec2c1ae253f315a917","Interventions into civil conflicts have been the focus of considerable research in recent years, but one of the limitations to many studies has been the emphasis on interventions once a conflict begins. While important, we know that states and other actors often take action prior to the onset of a civil war in hopes of diffusing - or exacerbating - a potentially volatile situation. To date, however, no one has been able to study these pre-conflict interventions because appropriate data did not exist. In this article we introduce a new dataset that fits this specific need. Our data identifies states that are at risk of civil war and codes instances of third-party military, economic, and diplomatic interventions. Based on forecasting models that derive risk scores for all states from 1957 to 2007, we are able to identify those states that are most at risk and provide detailed information about interventions that occur in those states. We include a brief empirical example that applies our new data on interventions to test for their effects on the likelihood of civil war or stability. Consistent with prior arguments regarding interventions during civil wars, we show that military interventions increase the risk of civil war onset, while economic and diplomatic interventions forestall that particular outcome. The limited example highlights just one of the potential uses for our new data. With it at hand, researchers will now have the ability to answer many of the vexing problems surrounding the processes that may or may not lead to civil war. © The Author(s) 2013.","2014","2020-06-18 20:02:09","2022-03-30 14:29:49","","127-135",NA,"1",51,NA,"","","",NA,NA,"","","","",NA,"","Scopus","","","",NA,"",NA,"civil war; external interventions; political instability","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Foreign Assistance.38","Andersen, Regine. ""How Multilateral Development Assistance Triggered the Conflict in Rwanda,"" *Third World Quarterly*, vol. 21, no. 3 (2000), 441-456, DOI: ","SBARIYKU","journalArticle",2000,"Andersen, Regine","How Multilateral Development Assistance Triggered the Conflict in Rwanda","Third World Quarterly","","0143-6597, 0143-6597","","http://proxygw.wrlc.org/login?url=https://www.proquest.com/docview/60147475?accountid=11243","Previous to the genocide in Rwanda in 1994, multilateral development agencies promoted three different strategies in the country. These were economic structural adjustment programs, the multiparty democratization process, & the peace negotiation & implementation process (in cooperation with the Organisation of African Unity). In this article, I propose that these three strategies had contradictory & mutually negating effects on each other, & that they in combination contributed to a weakening of the regime. The conclusion is that these strategies -- despite the best intentions -- triggered the conflict. The article ends with a discussion of lessons to learn with regard to the role of multilateral development agencies in crisis prevention. 20 References. Adapted from the source document.","2000-06","2020-11-01 18:24:23","2022-03-30 14:25:03","","441-456",NA,"3",21,NA,"","","",NA,NA,"","","","English",NA,"","Politics Collection","60147475; 200100045","","",NA,"",NA,"Rwanda; Genocide; international relations; Civil War; article; Foreign Aid; 9063: international relations; Economic Development; International Economic Organizations; Development Strategies","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Foreign Assistance.37","Crost, Benjamin; Felter, Joseph; Johnston, Patrick. ""Aid Under Fire: Development Projects and Civil Conflict,"" *The American Economic Review*, vol. 104, no. 6 (2014), 1833-1856, DOI: 10.1257/aer.104.6.1833","3UQTUD84","journalArticle",2014,"Crost, Benjamin; Felter, Joseph; Johnston, Patrick","Aid Under Fire: Development Projects and Civil Conflict","The American Economic Review","","00028282","10.1257/aer.104.6.1833","http://proxygw.wrlc.org/login?url=https://www.proquest.com/docview/1529179938?accountid=11243","We estimate the causal effect of a large development program on conflict in the Philippines through a regression discontinuity design that exploits an arbitrary poverty threshold used to assign eligibility for the program. We find that barely eligible municipalities experienced a large increase in conflict casualties compared to barely ineligible ones. This increase is mostly due to insurgent-initiated incidents in the early stages of program preparation. Our results are consistent with the hypothesis that insurgents try to sabotage the program because its success would weaken their support in the population. (JEL D74, F35, I32, I38, O15, O17, O18, O19)","2014-06","2020-11-01 18:02:19","2022-03-30 14:19:19","","1833-1856",NA,"6",104,NA,"","","",NA,NA,"","","","English",NA,"","Social Science Database","1529179938","","",NA,"",NA,"Civil war; Regression analysis; Studies; Business And Economics; Economic development; 1210:Politics & political behavior; 9130:Experimental/theoretical; Philippines; 9179:Asia & the Pacific; 1130:Economic theory","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Targeted Sanctions.16","Radtke, Mitchell; Jo, Hyeran. ""Fighting the Hydra: United Nations sanctions and rebel groups,"" *Journal of Peace Research*, vol. 55, no. 6 (2018), 759-773, DOI: 10.1177/0022343318788127","WXNUFWA9","journalArticle",2018,"Radtke, Mitchell; Jo, Hyeran","Fighting the Hydra: United Nations sanctions and rebel groups","Journal of Peace Research","","","10.1177/0022343318788127","","","2018","2022-03-24 19:52:16","2022-03-30 14:15:00","","759-773",NA,"6",55,NA,"","","",NA,NA,"","","","",NA,"","","","","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Comprehensive Economic Sanctions.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","External Support NSAGs.05","Wood, R.M.. ""Opportunities to kill or incentives for restraint? Rebel capabilities, the origins of support, and civilian victimization in civil war,"" *Conflict Management and Peace Science*, vol. 31, no. 5 (2014), 461-480, DOI: 10.1177/0738894213510122","ZU9U9TAC","journalArticle",2014,"Wood, R.M.","Opportunities to kill or incentives for restraint? Rebel capabilities, the origins of support, and civilian victimization in civil war","Conflict Management and Peace Science","","","10.1177/0738894213510122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908566498&doi=10.1177%2f0738894213510122&partnerID=40&md5=33f99874248121c52522a37c0880a1c6","During civil conflicts the distribution of power heavily influences belligerents’ war strategies, potentially including civilian targeting. Despite the potential relevance to wartime victimization, the relationship between insurgent capabilities and civilian victimization has received limited attention. A complicating factor in assessing this relationship is that power produces countervailing incentives and opportunities for violence. While greater military capabilities present more opportunities for death and destruction, incentives for anti-civilian violence should decline as the range of war strategies available to the group expands. This intuition suggests a tension between the opportunities and incentives to kill that past studies have failed to explicitly address. I help resolve this tension by examining the manner in which the origins of rebel resources condition the relationship between military capabilities and civilian victimization. Where groups rely on local support, violence declines as group capabilities increase. By contrast, when rebels rely on alternative sources of support, greater capabilities produce greater levels of violence. I test these relationships quantitatively using recently constructed data on insurgent resources and one-sided violence against civilians in conflicts occurring between 1989 and 2009. © The Author(s) 2014.","2014","2020-05-28 20:27:34","2022-03-30 14:00:19","","461-480",NA,"5",31,NA,"","","",NA,NA,"","","","",NA,"","Scopus","","","",NA,"",NA,"civil war; violence; insurgency; Civilian victimization","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
